ts,cch,hka,lfs,sha,skg,tkl,ty1,g153
1667937600,,,,,,,,
1667941200,Unknown,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine
1667944800,,,,,,,,
1667948400,,,,,,,,
1667952000,Sunny,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods
1667955600,,,,,,,,
1667959200,,,,,,,,
1667962800,Sunny,Sunny,Sunny Periods,Sunny,Sunny,Sunny Periods,Sunny,Sunny
1667966400,,,,,,,,
1667970000,,,,,,,,
1667973600,Sunny,Sunny,Sunny Periods,Sunny,Sunny,Sunny Periods,Sunny,Sunny
1667977200,,,,,,,,
1667980800,,,,,,,,
1667984400,Sunny,Sunny,Sunny,Sunny,Sunny,Sunny,Sunny,Sunny
1667988000,,,,,,,,
1667991600,,,,,,,,
1667995200,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1667998800,,,,,,,,
1668002400,,,,,,,,
1668006000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1668009600,,,,,,,,
1668013200,,,,,,,,
1668016800,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1668020400,,,,,,,,
1668024000,,,,,,,,
1668027600,Unknown,Unknown,Unknown,Unknown,Mainly Fine,Mainly Fine,Unknown,Unknown
1668031200,,,,,,,,
1668034800,,,,,,,,
1668038400,Sunny,Sunny,Sunny,Sunny,Sunny Periods,Sunny Periods,Sunny,Sunny
1668042000,,,,,,,,
1668045600,,,,,,,,
1668049200,Sunny,Sunny Periods,Sunny,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods
1668052800,,,,,,,,
1668056400,,,,,,,,
1668060000,Sunny,Sunny Periods,Sunny,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods
1668063600,,,,,,,,
1668067200,,,,,,,,
1668070800,Sunny,Sunny,Sunny,Sunny,Sunny,Sunny,Sunny,Sunny
1668074400,,,,,,,,
1668078000,,,,,,,,
1668081600,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1668085200,,,,,,,,
1668088800,,,,,,,,
1668092400,Mainly Fine,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1668096000,,,,,,,,
1668099600,,,,,,,,
1668103200,Mainly Fine,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1668106800,,,,,,,,
1668110400,,,,,,,,
1668114000,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine,Mainly Fine
1668117600,,,,,,,,
1668121200,,,,,,,,
1668124800,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods
1668128400,,,,,,,,
1668132000,,,,,,,,
1668135600,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods
1668139200,,,,,,,,
1668142800,,,,,,,,
1668146400,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods,Sunny Periods
1668150000,,,,,,,,
1668153600,,,,,,,,
1668157200,Sunny,Sunny Periods,Sunny Periods,Sunny,Sunny,Sunny,Sunny,Sunny
1668160800,,,,,,,,
1668164400,,,,,,,,
1668168000,Unknown,Mainly Fine,Mainly Fine,Unknown,Unknown,Unknown,Unknown,Unknown
1668171600,,,,,,,,
1668175200,,,,,,,,
1668178800,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly
1668182400,,,,,,,,
1668189600,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly,Mainly Cloudly
