ts,windSpeed,windDir
1667317080,23.0,343
1667317140,23.0,342
1667317200,21.0,342
1667317260,21.0,339
1667317320,21.0,340
1667317380,20.0,339
1667317440,18.0,337
1667317500,18.0,339
1667317560,17.0,339
1667317620,16.0,336
1667317680,14.0,333
1667317740,14.0,332
1667317800,14.0,339
1667317860,14.0,335
1667317920,15.0,329
1667317980,15.0,330
1667318040,15.0,330
1667318100,15.0,329
1667318160,16.0,329
1667318220,15.0,326
1667318280,16.0,325
1667318340,16.0,328
1667318400,16.0,328
1667318460,17.0,332
1667318520,18.0,334
1667318580,18.0,338
1667318640,18.0,341
1667318700,18.0,340
1667318760,19.0,343
1667318820,19.0,343
1667318880,18.0,341
1667318940,17.0,337
1667319000,17.0,339
1667319060,16.0,335
1667319120,15.0,328
1667319180,14.0,322
1667319240,14.0,319
1667319300,14.0,318
1667319360,14.0,314
1667319420,14.0,314
1667319480,15.0,314
1667319540,14.0,314
1667319600,15.0,9999
1667319660,17.0,9999
1667319720,18.0,9999
1667319780,17.0,358
1667319840,17.0,349
1667319900,15.0,337
1667319960,15.0,329
1667320020,15.0,329
1667320080,14.0,329
1667320140,14.0,329
1667320200,13.0,329
1667320260,12.0,9999
1667320320,11.0,9999
1667320380,12.0,9999
1667320440,12.0,344
1667320500,12.0,341
1667320560,12.0,336
1667320620,12.0,328
1667320680,14.0,328
1667320740,14.0,328
1667320800,14.0,333
1667320860,16.0,342
1667320920,17.0,342
1667320980,17.0,342
1667321040,18.0,328
1667321100,18.0,331
1667321160,19.0,334
1667321220,19.0,333
1667321280,19.0,331
1667321340,19.0,331
1667321400,19.0,333
1667321460,19.0,333
1667321520,20.0,332
1667321580,19.0,335
1667321640,19.0,334
1667321700,19.0,333
1667321760,19.0,329
1667321820,19.0,328
1667321880,19.0,328
1667321940,19.0,326
1667322000,19.0,324
1667322060,19.0,322
1667322120,19.0,324
1667322180,18.0,322
1667322240,18.0,320
1667322300,18.0,318
1667322360,17.0,320
1667322420,17.0,320
1667322480,18.0,320
1667322540,19.0,321
1667322600,18.0,323
1667322660,18.0,323
1667322720,18.0,323
1667322780,19.0,323
1667322840,19.0,324
1667322900,21.0,325
1667322960,21.0,326
1667323020,22.0,325
1667323080,22.0,325
1667323140,22.0,324
1667323200,23.0,323
1667323260,24.0,323
1667323320,24.0,322
1667323380,25.0,321
1667323440,24.0,321
1667323500,24.0,321
1667323560,25.0,320
1667323620,25.0,320
1667323680,25.0,321
1667323740,24.0,324
1667323800,,323
1667323860,,323
1667323920,,323
1667323980,,323
1667324040,,323
1667324100,,323
1667324160,,325
1667324220,,327
1667324280,,327
1667324340,,325
1667324400,,325
1667324460,,327
1667324520,,328
1667324580,,329
1667324640,,331
1667324700,,333
1667324760,,334
1667324820,,334
1667324880,,336
1667324940,,336
1667325000,,339
1667325060,,340
1667325120,,341
1667325180,,341
1667325240,,342
1667325300,,341
1667325360,,339
1667325420,,339
1667325480,,338
1667325540,,356
1667325600,,337
1667325660,,9999
1667325720,,319
1667325780,,329
1667325840,,329
1667325900,,325
1667325960,,325
1667326020,,327
1667326080,,326
1667326140,,328
1667326200,,331
1667326260,,335
1667326320,,336
1667326380,,334
1667326440,,336
1667326500,,341
1667326560,,6
1667326620,,341
1667326680,,342
1667326740,,340
1667326800,,339
1667326860,,337
1667326920,,338
1667326980,,336
1667327040,,334
1667327100,,332
1667327160,,329
1667327220,,328
1667327280,,328
1667327340,,329
1667327400,,329
1667327460,19.0,329
1667327520,19.0,328
1667327580,18.0,329
1667327640,19.0,329
1667327700,19.0,327
1667327760,19.0,330
1667327820,19.0,330
1667327880,19.0,329
1667327940,18.0,328
1667328000,18.0,327
1667328060,18.0,326
1667328120,18.0,324
1667328180,18.0,322
1667328240,18.0,322
1667328300,18.0,324
1667328360,18.0,325
1667328420,18.0,324
1667328480,19.0,325
1667328540,19.0,326
1667328600,19.0,328
1667328660,18.0,327
1667328720,18.0,327
1667328780,18.0,329
1667328840,19.0,331
1667328900,18.0,333
1667328960,18.0,333
1667329020,17.0,335
1667329080,16.0,9999
1667329140,16.0,9999
1667329200,16.0,9999
1667329260,16.0,337
1667329320,16.0,330
1667329380,16.0,330
1667329440,14.0,330
1667329500,15.0,351
1667329560,16.0,338
1667329620,16.0,332
1667329680,16.0,329
1667329740,15.0,329
1667329800,15.0,331
1667329860,15.0,332
1667329920,15.0,333
1667329980,15.0,329
1667330040,15.0,323
1667330100,14.0,323
1667330160,13.0,326
1667330220,14.0,328
1667330280,14.0,333
1667330340,15.0,342
1667330400,15.0,340
1667330460,15.0,338
1667330520,15.0,337
1667330580,15.0,338
1667330640,15.0,336
1667330700,15.0,335
1667330760,16.0,332
1667330820,16.0,330
1667330880,16.0,328
1667330940,15.0,323
1667331000,15.0,320
1667331060,15.0,319
1667331120,14.0,317
1667331180,14.0,314
1667331240,15.0,1
1667331300,16.0,2
1667331360,16.0,2
1667331420,15.0,2
1667331480,15.0,332
1667331540,16.0,337
1667331600,17.0,341
1667331660,17.0,338
1667331720,17.0,338
1667331780,17.0,338
1667331840,16.0,338
1667331900,16.0,337
1667331960,17.0,341
1667332020,18.0,343
